0	588
1	231
2	316
3	329
4	292
5	185
6	356
7	480
8	364
9	589
10	377
11	420
12	539
13	586
14	355
15	370
16	466
17	520
18	594
19	362
20	616
21	122
22	590
23	592
24	150
25	153
26	165
27	595
28	161
29	110
30	34
31	410
32	500
33	587
34	317
35	266
36	32
37	608
38	1183
39	30
40	562
41	1046
42	412
43	47
44	538
45	1104
46	326
47	527
48	532
49	923
50	1219
51	541
52	1225
53	495
54	334
55	920
56	1096
57	446
58	919
59	1230
60	1295
61	1199
62	926
63	1235
64	1196
65	858
66	1193
67	2396
68	260
69	3996
70	457
71	1197
72	1277
73	1304
74	2571
75	3578
76	3994
77	1584
78	1653
79	912
80	4226
81	599
82	4406
83	3365
84	2395
85	3703
86	1252
87	930
88	1248
89	1284
90	2186
91	4432
92	913
93	1387
94	899
95	2762
96	903
97	904
98	1212
99	1254
100	908
101	1260
102	2791
103	1320
104	1625
105	70
106	2167
107	1527
108	1658
109	7360
110	1676
111	5283
112	2858
113	1215
114	328
115	4878
116	5903
117	1200
118	6539
119	2841
120	50
121	4027
122	1754
123	5152
124	6953
125	4499
126	3752
127	1732
128	6870
129	3264
130	235
131	2502
132	1500
133	1288
134	38061
135	3429
136	7361
137	44761
138	1041
139	1233
140	2028
141	1784
142	265
143	21
144	1678
145	1643
146	1835
147	1131
148	1132
149	1172
150	1264
151	1296
152	1674
153	2022
154	2020
155	2931
156	2938
157	2075
158	2352
159	1208
160	1913
161	1307
162	440
163	2686
164	2671
165	1198
166	1291
167	1376
168	1097
169	1240
170	1270
171	1210
172	2916
173	1580
174	1610
175	349
176	3061
177	1028
178	2565
179	1947
180	1333
181	2716
182	1617
183	2301
184	4958
185	2746
186	924
187	4993
188	3471
189	4308
190	5299
191	40826
192	1136
193	6863
194	8368
195	8636
196	40815
197	1175
198	1570
199	1306
200	3101
201	4102
202	5122
203	2291
204	5952
205	6316
206	3435
207	3704
208	1997
209	2353
210	3793
211	802
212	1321
213	915
214	593
215	965
216	111
217	1214
218	1249
219	3147
220	1588
221	1641
222	246
223	1259
224	720
225	17
226	1246
227	1192
228	497
229	28
230	953
231	1275
232	1425
233	1080
234	1282
235	1148
236	508
237	1220
238	1224
239	277
240	1408
241	1079
242	1223
243	222
244	1033
245	1022
246	1188
247	224
248	1290
249	353
250	1380
251	74
252	1
253	708
254	745
255	838
256	339
257	293
258	300
259	232
260	261
261	306
262	62
263	733
264	786
265	1356
266	805
267	832
268	1393
269	64
270	780
271	3977
272	3879
273	3882
274	3889
275	3885
276	1489
277	852
278	104
279	116
280	1042
281	848
282	141
283	736
284	783
285	1391
286	648
287	107
288	1409
289	597
290	1377
291	1027
292	282
293	1247
294	553
295	1394
296	380
297	954
298	318
299	1023
300	1278
301	1035
302	1258
303	1029
304	1271
305	368
306	914
307	230
308	1207
309	1265
310	1231
311	11
312	367
313	1374
314	932
315	1242
316	151
317	678
318	371
319	524
320	2872
321	3107
322	2826
323	24
324	2334
325	1876
326	333
327	3949
328	1206
329	2959
330	778
331	2692
332	296
333	1213
334	1089
335	5989
336	6
337	4262
338	1729
339	2081
340	5902
341	2918
342	1968
343	5103
344	1517
345	180
346	4623
347	1378
348	216
349	2060
350	5110
351	2908
352	1204
353	1262
354	1221
355	671
356	16
357	6001
358	3527
359	555
360	4105
361	4011
362	1036
363	4973
364	2297
365	27808
366	6155
367	8916
368	1552
369	2803
370	45447
371	7445
372	4720
373	1479
374	4148
375	5108
376	4054
377	47970
378	8533
379	8965
380	7366
381	31685
382	2340
383	1892
384	3186
385	1047
386	1615
387	5364
388	47099
389	6187
390	56367
391	3081
392	2683
393	866
394	714
395	1673
396	1147
397	3173
398	2145
399	910
400	3421
401	3396
402	2248
403	2144
404	509
405	2273
406	1672
407	2302
408	39
409	7
410	1569
411	1485
412	2124
413	289
414	1777
415	3
416	267
417	1359
418	1379
419	1390
420	236
421	1604
422	552
423	765
424	5
425	830
426	1021
427	1629
428	1453
429	1704
430	1721
431	1680
432	1095
433	2599
434	3006
435	3125
436	290
437	3246
438	1594
439	994
440	549
441	162
442	602
443	1034
444	1094
445	25
446	1834
447	1912
448	1179
449	1354
450	1466
451	1966
452	441
453	529
454	477
455	1392
456	348
457	1358
458	314
459	125
460	2321
461	1682
462	803
463	2171
464	916
465	1244
466	955
467	2064
468	2289
469	2111
470	3039
471	3072
472	1285
473	2401
474	3932
475	3513
476	695
477	3897
478	8917
479	7153
480	34405
481	6874
482	4995
483	33166
484	5617
485	8370
486	3910
487	8327
488	7371
489	3000
490	7438
491	741
492	5954
493	2810
494	3160
495	10
496	253
497	2710
498	357
499	922
500	2203
501	1344
502	942
503	2729
504	534
505	194
506	949
507	909
508	1177
509	2333
510	1944
511	1150
512	2130
513	1272
514	1719
515	2076
516	1683
517	2069
518	58
519	951
520	1269
521	2205
522	898
523	933
524	911
525	1963
526	1276
527	2176
528	906
529	1939
530	928
531	1938
532	2206
533	1684
534	1945
535	1178
536	1946
537	2593
538	2212
539	1086
540	2183
541	900
542	2208
543	2184
544	2185
545	969
546	950
547	492
548	1092
549	471
550	945
551	1081
552	2099
553	918
554	1057
555	1066
556	750
557	5060
558	1256
559	3044
560	1283
561	1266
562	3097
563	3176
564	2708
565	753
566	3307
567	3543
568	3629
569	3334
570	2712
571	2997
572	3831
573	1088
574	3929
575	905
576	947
577	3088
578	3341
579	4034
580	3801
581	4037
582	3683
583	2940
584	2927
585	3808
586	3504
587	4970
588	3363
589	615
590	3260
591	2612
592	3152
593	1185
594	3475
595	3685
596	1929
597	3067
598	2324
599	1013
600	3201
601	3405
602	1961
603	3418
604	1273
605	1211
606	3011
607	3546
608	3379
609	3022
610	1077
611	1125
612	1234
613	2369
614	728
615	1923
616	1279
617	4014
618	4246
619	4077
620	3606
621	3849
622	2018
623	4381
624	4914
625	4979
626	4848
627	4926
628	4920
629	2066
630	5013
631	4733
632	5135
633	1152
634	5434
635	4969
636	4754
637	5120
638	4263
639	1300
640	5367
641	4840
642	4186
643	4280
644	4881
645	4464
646	2917
647	6711
648	8949
649	7215
650	34528
651	49932
652	33237
653	46578
654	39292
655	2150
656	8781
657	2243
658	36
659	2078
660	2947
661	2694
662	2490
663	2906
664	3185
665	3114
666	4235
667	1884
668	48516
669	2019
670	8228
671	2726
672	5008
673	6579
674	6581
675	4359
676	8336
677	3030
678	5291
679	2202
680	931
681	2227
682	2182
683	2178
684	2181
685	2219
686	8235
687	8670
688	6643
689	3306
690	5017
691	2010
692	4768
693	3641
694	3462
695	1281
696	8511
697	3559
698	3310
699	2948
700	7934
701	2973
702	6993
703	3814
704	2065
705	2750
706	2290
707	1701
708	7210
709	3095
710	5826
711	7072
712	25938
713	5440
714	1226
715	1935
716	1228
717	1209
718	1227
719	1201
720	25788
721	4329
722	4356
723	6401
724	6522
725	5397
726	7212
727	2660
728	1232
729	3503
730	6429
731	6426
732	7091
733	7132
734	7073
735	902
736	2728
737	1222
738	6985
739	7013
740	30707
741	7065
742	7243
743	1250
744	2067
745	1263
746	3676
747	2966
748	1934
749	2935
750	6254
751	1217
752	6783
753	32316
754	3134
755	680
756	3232
757	7074
758	8125
759	7943
760	7116
761	4404
762	7064
763	8620
764	5304
765	7070
766	6650
767	8601
768	2731
769	5177
770	6273
771	25769
772	25940
773	2351
774	7327
775	6611
776	6666
777	8154
778	7234
779	3089
780	3468
781	7218
782	8239
783	1348
784	946
785	1203
786	3730
787	3681
788	8199
789	940
790	3742
791	8507
792	7700
793	1253
794	41285
795	2366
796	3507
797	7581
798	1274
799	4306
800	494
801	112
802	788
803	9
804	673
805	640
806	748
807	1061
808	76
809	839
810	61
811	694
812	799
813	836
814	809
815	1004
816	1499
817	1515
818	1573
819	1497
820	1578
821	2988
822	1103
823	2797
824	2985
825	927
826	3028
827	2550
828	2303
829	2132
830	1251
831	1952
832	2160
833	2313
834	2739
835	1960
836	2915
837	2926
838	2920
839	1054
840	1073
841	1012
842	647
843	2687
844	1907
845	2929
846	2968
847	3037
848	1289
849	506
850	3087
851	3470
852	3473
853	3700
854	1734
855	4016
856	4366
857	2542
858	2329
859	344
860	223
861	281
862	249
863	515
864	1635
865	2804
866	2871
867	337
868	3112
869	154
870	5293
871	55820
872	454
873	1218
874	3819
875	921
876	2288
877	3671
878	3360
879	3959
880	3702
881	3624
882	2108
883	2355
884	663
885	3213
886	434
887	168
888	204
889	474
890	551
891	163
892	272
893	5747
894	6773
895	4407
896	1449
897	7063
898	1243
899	3359
900	3811
901	1189
902	2390
903	1202
904	3608
905	7069
906	4223
907	1965
908	2117
909	5932
910	5876
911	6440
912	4642
913	6978
914	8622
915	6971
916	4873
917	44191
918	3706
919	3448
920	4874
921	2532
922	4327
923	2232
924	1293
925	31658
926	49957
927	53996
928	6350
929	2572
930	1093
931	968
932	2723
933	2394
934	2384
935	1954
936	4022
937	3751
938	2336
939	3175
940	3623
941	2700
942	3253
943	3033
944	6333
945	4963
946	6365
947	5378
948	6934
949	5254
950	2628
951	6548
952	3717
953	4568
954	2706
955	4718
956	5481
957	5014
958	5349
959	3510
960	3785
961	3916
962	4453
963	3980
964	7454
965	7254
966	288
967	637
968	761
969	1367
970	2691
971	2919
972	2398
973	1396
974	2529
975	5418
976	6576
977	45722
978	5064
979	8340
980	2819
981	5294
982	8575
983	8581
984	6979
985	8914
986	5995
987	4641
988	2115
989	2424
990	59501
991	58998
992	58103
993	299
994	1953
995	2194
996	3384
997	2859
998	1927
999	1245
1000	3071
1001	2788
1002	3548
1003	1962
1004	1187
1005	3501
1006	3096
1007	2312
1008	1049
1009	2736
1010	468
1011	2278
1012	2688
1013	517
1014	2359
1015	145
1016	5464
1017	41
1018	766
1019	1357
1020	1053
1021	1464
1022	29
1023	2662
1024	2761
1025	1748
1026	2987
1027	1340
1028	2664
1029	1337
1030	2647
1031	2654
1032	5649
1033	1350
1034	1994
1035	2120
1036	2454
1037	2455
1038	382
1039	1334
1040	2717
1041	1725
1042	1237
1043	1299
1044	1949
1045	2925
1046	1084
1047	1633
1048	1280
1049	1956
1050	2071
1051	1914
1052	2501
1053	1950
1054	1090
1055	2732
1056	3035
1057	3062
1058	943
1059	3098
1060	1810
1061	3060
1062	3135
1063	1660
1064	3090
1065	1639
1066	1302
1067	1124
1068	3100
1069	3108
1070	944
1071	1186
1072	1287
1073	2640
1074	1301
1075	2268
1076	2006
1077	1722
1078	2990
1079	4005
1080	2080
1081	1688
1082	1916
1083	4326
1084	7044
1085	73
1086	2857
1087	3724
1088	3633
1089	7405
1090	2
1091	158
1092	225
1093	248
1094	256
1095	257
1096	186
1097	207
1098	837
1099	140
1100	95
1101	737
1102	1405
1103	4424
1104	3169
1105	1267
1106	336
1107	1292
1108	1343
1109	3019
1110	1238
1111	3104
1112	2174
1113	2503
1114	2618
1115	3424
1116	1797
1117	1788
1118	3481
1119	1190
1120	1078
1121	2596
1122	2357
1123	3699
1124	3735
1125	3362
1126	345
1127	3020
1128	1060
1129	1236
1130	3526
1131	3684
1132	1173
1133	3210
1134	3422
1135	2003
1136	2165
1137	2890
1138	3267
1139	3967
1140	2109
1141	4066
1142	2282
1143	4079
1144	3952
1145	2677
1146	4116
1147	175
1148	3911
1149	69
1150	2015
1151	2087
1152	653
1153	1019
1154	2054
1155	4025
1156	3159
1157	2427
1158	3753
1159	3554
1160	2300
1161	1416
1162	1171
1163	3052
1164	2905
1165	5816
1166	4783
1167	6296
1168	6947
1169	3148
1170	7836
1171	6618
1172	6016
1173	1921
1174	6787
1175	6807
1176	3740
1177	6942
1178	7209
1179	5618
1180	2005
1181	4571
1182	5540
1183	3499
1184	2951
1185	2467
1186	6502
1187	2011
1188	2403
1189	1370
1190	7004
1191	2402
1192	1255
1193	4036
1194	2483
1195	4103
1196	7022
1197	5288
1198	4007
1199	3386
1200	1120
1201	4304
1202	44665
1203	273
1204	2325
1205	2641
1206	3174
1207	247
1208	1129
1209	1375
1210	610
1211	2648
1212	1663
1213	971
1214	2371
1215	2470
1216	5218
1217	2000
1218	3301
1219	3483
1220	3948
1221	3617
1222	2707
1223	188
1224	3105
